CBSA,CBSA Geography,Population Estimate,Year
22420,"Flint, MI Metro Area",408615,2016
22500,"Florence, SC Metro Area",205976,2016
22520,"Florence-Muscle Shoals, AL Metro Area",146534,2016
22540,"Fond du Lac, WI Metro Area",102144,2016
22660,"Fort Collins, CO Metro Area",339993,2016
22900,"Fort Smith, AR-OK Metro Area",281227,2016
23060,"Fort Wayne, IN Metro Area",431802,2016
23420,"Fresno, CA Metro Area",979915,2016
23460,"Gadsden, AL Metro Area",102564,2016
23540,"Gainesville, FL Metro Area",280708,2016
23580,"Gainesville, GA Metro Area",196637,2016
23900,"Gettysburg, PA Metro Area",102180,2016
24020,"Glens Falls, NY Metro Area",126367,2016
24140,"Goldsboro, NC Metro Area",124150,2016
24220,"Grand Forks, ND-MN Metro Area",102743,2016
24260,"Grand Island, NE Metro Area",85148,2016
24300,"Grand Junction, CO Metro Area",150083,2016
24340,"Grand Rapids-Wyoming, MI Metro Area",1047099,2016
24420,"Grants Pass, OR Metro Area",85904,2016
24500,"Great Falls, MT Metro Area",81755,2016
24540,"Greeley, CO Metro Area",294932,2016
24580,"Green Bay, WI Metro Area",318236,2016
24660,"Greensboro-High Point, NC Metro Area",756139,2016
24780,"Greenville, NC Metro Area",177220,2016
24860,"Greenville-Anderson-Mauldin, SC Metro Area",884975,2016
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",391266,2016
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",263817,2016
25220,"Hammond, LA Metro Area",130710,2016
25260,"Hanford-Corcoran, CA Metro Area",149785,2016
25420,"Harrisburg-Carlisle, PA Metro Area",568033,2016
25500,"Harrisonburg, VA Metro Area",132822,2016
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1206836,2016
25620,"Hattiesburg, MS Metro Area",149138,2016
25860,"Hickory-Lenoir-Morganton, NC Metro Area",364187,2016
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",211614,2016
25980,"Hinesville, GA Metro Area",81007,2016
26140,"Homosassa Springs, FL Metro Area",143621,2016
26300,"Hot Springs, AR Metro Area",97477,2016
26380,"Houma-Thibodaux, LA Metro Area",211525,2016
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6772470,2016
26580,"Huntington-Ashland, WV-KY-OH Metro Area",359588,2016
26620,"Huntsville, AL Metro Area",449720,2016
26820,"Idaho Falls, ID Metro Area",142572,2016
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2004230,2016
26980,"Iowa City, IA Metro Area",168828,2016
27060,"Ithaca, NY Metro Area",104871,2016
27100,"Jackson, MI Metro Area",158460,2016
27140,"Jackson, MS Metro Area",579229,2016
27180,"Jackson, TN Metro Area",129527,2016
27260,"Jacksonville, FL Metro Area",1478212,2016
27340,"Jacksonville, NC Metro Area",187136,2016
27500,"Janesville-Beloit, WI Metro Area",161620,2016
27620,"Jefferson City, MO Metro Area",151391,2016
27740,"Johnson City, TN Metro Area",201661,2016
27780,"Johnstown, PA Metro Area",134732,2016
27860,"Jonesboro, AR Metro Area",129858,2016
27900,"Joplin, MO Metro Area",177805,2016
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",165474,2016
28020,"Kalamazoo-Portage, MI Metro Area",336877,2016
28100,"Kankakee, IL Metro Area",110008,2016
28140,"Kansas City, MO-KS Metro Area",2104509,2016
28420,"Kennewick-Richland, WA Metro Area",283846,2016
28660,"Killeen-Temple, TX Metro Area",435857,2016
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",306334,2016
28740,"Kingston, NY Metro Area",179225,2016
28940,"Knoxville, TN Metro Area",868546,2016
29020,"Kokomo, IN Metro Area",82568,2016
29100,"La Crosse-Onalaska, WI-MN Metro Area",136936,2016
29180,"Lafayette, LA Metro Area",491528,2016
29200,"Lafayette-West Lafayette, IN Metro Area",216679,2016
29340,"Lake Charles, LA Metro Area",207483,2016
29420,"Lake Havasu City-Kingman, AZ Metro Area",205249,2016
29460,"Lakeland-Winter Haven, FL Metro Area",666149,2016
29540,"Lancaster, PA Metro Area",538500,2016
29620,"Lansing-East Lansing, MI Metro Area",475099,2016
29700,"Laredo, TX Metro Area",271193,2016
29740,"Las Cruces, NM Metro Area",214207,2016
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155664,2016
29940,"Lawrence, KS Metro Area",119440,2016
30020,"Lawton, OK Metro Area",128077,2016
30140,"Lebanon, PA Metro Area",138863,2016
30300,"Lewiston, ID-WA Metro Area",62675,2016
30340,"Lewiston-Auburn, ME Metro Area",107319,2016
30460,"Lexington-Fayette, KY Metro Area",506751,2016
30620,"Lima, OH Metro Area",103742,2016
30700,"Lincoln, NE Metro Area",326921,2016
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",734622,2016
30860,"Logan, UT-ID Metro Area",136159,2016
30980,"Longview, TX Metro Area",217446,2016
31020,"Longview, WA Metro Area",105160,2016
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13310447,2016
31140,"Louisville/Jefferson County, KY-IN Metro Area",1283430,2016
31180,"Lubbock, TX Metro Area",314840,2016
31340,"Lynchburg, VA Metro Area",260232,2016
31420,"Macon-Bibb County, GA Metro Area",229182,2016
31460,"Madera, CA Metro Area",154697,2016
31540,"Madison, WI Metro Area",648929,2016
31700,"Manchester-Nashua, NH Metro Area",407761,2016
31740,"Manhattan, KS Metro Area",97004,2016
31860,"Mankato-North Mankato, MN Metro Area",100016,2016
31900,"Mansfield, OH Metro Area",121107,2016
32580,"McAllen-Edinburg-Mission, TX Metro Area",849843,2016
32780,"Medford, OR Metro Area",216527,2016
32820,"Memphis, TN-MS-AR Metro Area",1342842,2016
32900,"Merced, CA Metro Area",268672,2016
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6066387,2016
33140,"Michigan City-La Porte, IN Metro Area",110015,2016
33220,"Midland, MI Metro Area",83462,2016
33260,"Midland, TX Metro Area",168288,2016
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1572482,2016
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3551036,2016
33540,"Missoula, MT Metro Area",116130,2016
33660,"Mobile, AL Metro Area",414836,2016
33700,"Modesto, CA Metro Area",541560,2016
33740,"Monroe, LA Metro Area",179470,2016
33780,"Monroe, MI Metro Area",149208,2016
33860,"Montgomery, AL Metro Area",373922,2016
34060,"Morgantown, WV Metro Area",138380,2016
34100,"Morristown, TN Metro Area",117320,2016
34580,"Mount Vernon-Anacortes, WA Metro Area",123681,2016
34620,"Muncie, IN Metro Area",115603,2016
34740,"Muskegon, MI Metro Area",173408,2016
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",449295,2016
34900,"Napa, CA Metro Area",142166,2016
34940,"Naples-Immokalee-Marco Island, FL Metro Area",365136,2016
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1865298,2016
35100,"New Bern, NC Metro Area",126111,2016
35300,"New Haven-Milford, CT Metro Area",856875,2016
35380,"New Orleans-Metairie, LA Metro Area",1268883,2016
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20153634,2016
35660,"Niles-Benton Harbor, MI Metro Area",154010,2016
35840,"North Port-Sarasota-Bradenton, FL Metro Area",788457,2016
35980,"Norwich-New London, CT Metro Area",269801,2016
36100,"Ocala, FL Metro Area",349020,2016
36140,"Ocean City, NJ Metro Area",94430,2016
36220,"Odessa, TX Metro Area",157462,2016
36260,"Ogden-Clearfield, UT Metro Area",654417,2016
36420,"Oklahoma City, OK Metro Area",1373211,2016
36500,"Olympia-Tumwater, WA Metro Area",275222,2016
36540,"Omaha-Council Bluffs, NE-IA Metro Area",924129,2016
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2441257,2016
36780,"Oshkosh-Neenah, WI Metro Area",169886,2016
36980,"Owensboro, KY Metro Area",117959,2016
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",849738,2016
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",579130,2016
37460,"Panama City, FL Metro Area",199964,2016
37620,"Parkersburg-Vienna, WV Metro Area",91449,2016
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",485684,2016
37900,"Peoria, IL Metro Area",376246,2016
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6070500,2016
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4661537,2016
38220,"Pine Bluff, AR Metro Area",91962,2016
38300,"Pittsburgh, PA Metro Area",2342299,2016
38340,"Pittsfield, MA Metro Area",126903,2016
38540,"Pocatello, ID Metro Area",84377,2016
38860,"Portland-South Portland, ME Metro Area",529657,2016
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2424955,2016
38940,"Port St. Lucie, FL Metro Area",465208,2016
39140,"Prescott, AZ Metro Area",225562,2016
39300,"Providence-Warwick, RI-MA Metro Area",1614750,2016
39340,"Provo-Orem, UT Metro Area",603309,2016
39380,"Pueblo, CO Metro Area",165123,2016
39460,"Punta Gorda, FL Metro Area",178465,2016
39540,"Racine, WI Metro Area",195140,2016
39580,"Raleigh, NC Metro Area",1302946,2016
39660,"Rapid City, SD Metro Area",145661,2016
39740,"Reading, PA Metro Area",414812,2016
39820,"Redding, CA Metro Area",179631,2016
39900,"Reno, NV Metro Area",457667,2016
40060,"Richmond, VA Metro Area",1281708,2016
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4527837,2016
40220,"Roanoke, VA Metro Area",313698,2016
40340,"Rochester, MN Metro Area",215884,2016
40380,"Rochester, NY Metro Area",1078879,2016
40420,"Rockford, IL Metro Area",339376,2016
40580,"Rocky Mount, NC Metro Area",147323,2016
40660,"Rome, GA Metro Area",96560,2016
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2296418,2016
40980,"Saginaw, MI Metro Area",192326,2016
41060,"St. Cloud, MN Metro Area",195644,2016
41100,"St. George, UT Metro Area",160245,2016
41140,"St. Joseph, MO-KS Metro Area",126565,2016
41180,"St. Louis, MO-IL Metro Area",2807002,2016
41420,"Salem, OR Metro Area",418139,2016
41500,"Salinas, CA Metro Area",435232,2016
41540,"Salisbury, MD-DE Metro Area",400200,2016
41620,"Salt Lake City, UT Metro Area",1186187,2016
41660,"San Angelo, TX Metro Area",119943,2016
41700,"San Antonio-New Braunfels, TX Metro Area",2429609,2016
41740,"San Diego-Carlsbad, CA Metro Area",3317749,2016
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4679166,2016
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1978816,2016
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",282887,2016
42100,"Santa Cruz-Watsonville, CA Metro Area",274673,2016
42140,"Santa Fe, NM Metro Area",148651,2016
42200,"Santa Maria-Santa Barbara, CA Metro Area",446170,2016
42220,"Santa Rosa, CA Metro Area",503070,2016
42340,"Savannah, GA Metro Area",384024,2016
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",555225,2016
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3798902,2016
42680,"Sebastian-Vero Beach, FL Metro Area",151563,2016
42700,"Sebring, FL Metro Area",100917,2016
43100,"Sheboygan, WI Metro Area",115427,2016
43300,"Sherman-Denison, TX Metro Area",128235,2016
43340,"Shreveport-Bossier City, LA Metro Area",441767,2016
43420,"Sierra Vista-Douglas, AZ Metro Area",125770,2016
43580,"Sioux City, IA-NE-SD Metro Area",169140,2016
43620,"Sioux Falls, SD Metro Area",255729,2016
43780,"South Bend-Mishawaka, IN-MI Metro Area",320740,2016
43900,"Spartanburg, SC Metro Area",329136,2016
44060,"Spokane-Spokane Valley, WA Metro Area",556634,2016
44100,"Springfield, IL Metro Area",210015,2016
44140,"Springfield, MA Metro Area",630283,2016
44180,"Springfield, MO Metro Area",458930,2016
44220,"Springfield, OH Metro Area",134786,2016
44300,"State College, PA Metro Area",161464,2016
44420,"Staunton-Waynesboro, VA Metro Area",121247,2016
44700,"Stockton-Lodi, CA Metro Area",733709,2016
44940,"Sumter, SC Metro Area",107396,2016
45060,"Syracuse, NY Metro Area",656510,2016
45220,"Tallahassee, FL Metro Area",379627,2016
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3032171,2016
45460,"Terre Haute, IN Metro Area",170687,2016
45500,"Texarkana, TX-AR Metro Area",150098,2016
45540,"The Villages, FL Metro Area",123996,2016
45780,"Toledo, OH Metro Area",605221,2016
45820,"Topeka, KS Metro Area",233068,2016
45940,"Trenton, NJ Metro Area",371023,2016
46060,"Tucson, AZ Metro Area",1016206,2016
46140,"Tulsa, OK Metro Area",987201,2016
46220,"Tuscaloosa, AL Metro Area",241378,2016
46340,"Tyler, TX Metro Area",225290,2016
46520,"Urban Honolulu, HI Metro Area",992605,2016
46540,"Utica-Rome, NY Metro Area",293803,2016
46660,"Valdosta, GA Metro Area",144676,2016
46700,"Vallejo-Fairfield, CA Metro Area",440207,2016
47020,"Victoria, TX Metro Area",99984,2016
47220,"Vineland-Bridgeton, NJ Metro Area",153797,2016
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1726907,2016
47300,"Visalia-Porterville, CA Metro Area",460437,2016
47380,"Waco, TX Metro Area",265207,2016
47460,"Walla Walla, WA Metro Area",64278,2016
47580,"Warner Robins, GA Metro Area",190028,2016
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6131977,2016
47940,"Waterloo-Cedar Falls, IA Metro Area",170015,2016
48060,"Watertown-Fort Drum, NY Metro Area",114006,2016
48140,"Wausau, WI Metro Area",135603,2016
48260,"Weirton-Steubenville, WV-OH Metro Area",119271,2016
48300,"Wenatchee, WA Metro Area",117665,2016
48540,"Wheeling, WV-OH Metro Area",142982,2016
48620,"Wichita, KS Metro Area",644672,2016
48660,"Wichita Falls, TX Metro Area",150734,2016
48700,"Williamsport, PA Metro Area",115248,2016
48900,"Wilmington, NC Metro Area",282573,2016
49020,"Winchester, VA-WV Metro Area",135238,2016
49180,"Winston-Salem, NC Metro Area",662079,2016
49340,"Worcester, MA-CT Metro Area",935781,2016
49420,"Yakima, WA Metro Area",249636,2016
49620,"York-Hanover, PA Metro Area",443744,2016
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",544746,2016
49700,"Yuba City, CA Metro Area",171926,2016
49740,"Yuma, AZ Metro Area",205631,2016
72,Puerto Rico,3411307,2016
72,In metropolitan statistical area,3262275,2016
10380,"Aguadilla-Isabela, PR Metro Area",309696,2016
11640,"Arecibo, PR Metro Area",185250,2016
25020,"Guayama, PR Metro Area",77771,2016
32420,"Mayagüez, PR Metro Area",94038,2016
38660,"Ponce, PR Metro Area",309512,2016
41900,"San Germán, PR Metro Area",128279,2016
41980,"San Juan-Carolina-Caguas, PR Metro Area",2157729,2016
10180,"Abilene, TX Metro Area",168592,2014
10420,"Akron, OH Metro Area",703825,2014
10500,"Albany, GA Metro Area",154925,2014
10540,"Albany, OR Metro Area",119356,2014
10580,"Albany-Schenectady-Troy, NY Metro Area",880167,2014
10740,"Albuquerque, NM Metro Area",904587,2014
10780,"Alexandria, LA Metro Area",154872,2014
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",829835,2014
11020,"Altoona, PA Metro Area",125955,2014
11100,"Amarillo, TX Metro Area",259885,2014
11180,"Ames, IA Metro Area",94073,2014
11260,"Anchorage, AK Metro Area",398892,2014
11460,"Ann Arbor, MI Metro Area",356874,2014
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",115916,2014
11540,"Appleton, WI Metro Area",231497,2014
11700,"Asheville, NC Metro Area",442316,2014
12020,"Athens-Clarke County, GA Metro Area",199016,2014
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5614323,2014
12100,"Atlantic City-Hammonton, NJ Metro Area",275209,2014
12220,"Auburn-Opelika, AL Metro Area",154255,2014
12260,"Augusta-Richmond County, GA-SC Metro Area",583632,2014
12420,"Austin-Round Rock, TX Metro Area",1943299,2014
12540,"Bakersfield, CA Metro Area",874589,2014
12580,"Baltimore-Columbia-Towson, MD Metro Area",2785874,2014
12620,"Bangor, ME Metro Area",153414,2014
12700,"Barnstable Town, MA Metro Area",214914,2014
12940,"Baton Rouge, LA Metro Area",825478,2014
12980,"Battle Creek, MI Metro Area",134878,2014
13020,"Bay City, MI Metro Area",106179,2014
13140,"Beaumont-Port Arthur, TX Metro Area",405427,2014
13220,"Beckley, WV Metro Area",123373,2014
13380,"Bellingham, WA Metro Area",208351,2014
13460,"Bend-Redmond, OR Metro Area",170388,2014
13740,"Billings, MT Metro Area",166885,2014
13780,"Binghamton, NY Metro Area",247219,2014
13820,"Birmingham-Hoover, AL Metro Area",1143772,2014
13900,"Bismarck, ND Metro Area",126597,2014
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",181605,2014
14010,"Bloomington, IL Metro Area",190345,2014
14020,"Bloomington, IN Metro Area",164308,2014
14100,"Bloomsburg-Berwick, PA Metro Area",85763,2014
14260,"Boise City, ID Metro Area",664422,2014
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4732161,2014
14500,"Boulder, CO Metro Area",313333,2014
14540,"Bowling Green, KY Metro Area",165732,2014
14740,"Bremerton-Silverdale, WA Metro Area",254183,2014
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",945438,2014
15180,"Brownsville-Harlingen, TX Metro Area",420392,2014
15260,"Brunswick, GA Metro Area",114806,2014
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1136360,2014
15500,"Burlington, NC Metro Area",155792,2014
15540,"Burlington-South Burlington, VT Metro Area",216167,2014
15680,"California-Lexington Park, MD Metro Area",110382,2014
15940,"Canton-Massillon, OH Metro Area",403923,2014
15980,"Cape Coral-Fort Myers, FL Metro Area",679513,2014
16020,"Cape Girardeau, MO-IL Metro Area",97929,2014
16060,"Carbondale-Marion, IL Metro Area",126685,2014
16180,"Carson City, NV Metro Area",54522,2014
16220,"Casper, WY Metro Area",81624,2014
16300,"Cedar Rapids, IA Metro Area",263885,2014
16540,"Chambersburg-Waynesboro, PA Metro Area",152892,2014
16580,"Champaign-Urbana, IL Metro Area",237252,2014
16620,"Charleston, WV Metro Area",222878,2014
16700,"Charleston-North Charleston, SC Metro Area",727689,2014
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2380314,2014
16820,"Charlottesville, VA Metro Area",226968,2014
16860,"Chattanooga, TN-GA Metro Area",544559,2014
16940,"Cheyenne, WY Metro Area",96389,2014
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9554598,2014
17020,"Chico, CA Metro Area",224241,2014
17140,"Cincinnati, OH-KY-IN Metro Area",2149449,2014
17300,"Clarksville, TN-KY Metro Area",278353,2014
17420,"Cleveland, TN Metro Area",119705,2014
17460,"Cleveland-Elyria, OH Metro Area",2063598,2014
17660,"Coeur d'Alene, ID Metro Area",147326,2014
17780,"College Station-Bryan, TX Metro Area",242905,2014
17820,"Colorado Springs, CO Metro Area",686908,2014
17860,"Columbia, MO Metro Area",172717,2014
17900,"Columbia, SC Metro Area",800495,2014
17980,"Columbus, GA-AL Metro Area",314005,2014
18020,"Columbus, IN Metro Area",80217,2014
18140,"Columbus, OH Metro Area",1994536,2014
18580,"Corpus Christi, TX Metro Area",448108,2014
18700,"Corvallis, OR Metro Area",86316,2014
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",258042,2014
19060,"Cumberland, MD-WV Metro Area",100530,2014
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6954330,2014
19140,"Dalton, GA Metro Area",142952,2014
19180,"Danville, IL Metro Area",79728,2014
19300,"Daphne-Fairhope-Foley, AL Metro Area",200111,2014
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",383030,2014
19380,"Dayton, OH Metro Area",800836,2014
19460,"Decatur, AL Metro Area",153084,2014
19500,"Decatur, IL Metro Area",108350,2014
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",609939,2014
19740,"Denver-Aurora-Lakewood, CO Metro Area",2754258,2014
19780,"Des Moines-West Des Moines, IA Metro Area",611549,2014
19820,"Detroit-Warren-Dearborn, MI Metro Area",4296611,2014
20020,"Dothan, AL Metro Area",148095,2014
20100,"Dover, DE Metro Area",171987,2014
20220,"Dubuque, IA Metro Area",96370,2014
20260,"Duluth, MN-WI Metro Area",280218,2014
20500,"Durham-Chapel Hill, NC Metro Area",542710,2014
20700,"East Stroudsburg, PA Metro Area",166314,2014
20740,"Eau Claire, WI Metro Area",165024,2014
20940,"El Centro, CA Metro Area",179091,2014
21060,"Elizabethtown-Fort Knox, KY Metro Area",151585,2014
21140,"Elkhart-Goshen, IN Metro Area",201971,2014
21300,"Elmira, NY Metro Area",87770,2014
21340,"El Paso, TX Metro Area",836698,2014
21500,"Erie, PA Metro Area",278443,2014
21660,"Eugene, OR Metro Area",358337,2014
21780,"Evansville, IN-KY Metro Area",315162,2014
21820,"Fairbanks, AK Metro Area",99357,2014
22020,"Fargo, ND-MN Metro Area",228291,2014
22140,"Farmington, NM Metro Area",123785,2014
22180,"Fayetteville, NC Metro Area",377939,2014
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",501653,2014
22380,"Flagstaff, AZ Metro Area",137682,2014
22420,"Flint, MI Metro Area",412895,2014
22500,"Florence, SC Metro Area",207030,2014
22520,"Florence-Muscle Shoals, AL Metro Area",147639,2014
22540,"Fond du Lac, WI Metro Area",101759,2014
22660,"Fort Collins, CO Metro Area",324122,2014
22900,"Fort Smith, AR-OK Metro Area",279592,2014
23060,"Fort Wayne, IN Metro Area",427183,2014
23420,"Fresno, CA Metro Area",965974,2014
23460,"Gadsden, AL Metro Area",103531,2014
23540,"Gainesville, FL Metro Area",273377,2014
23580,"Gainesville, GA Metro Area",190761,2014
23900,"Gettysburg, PA Metro Area",101714,2014
24020,"Glens Falls, NY Metro Area",127345,2014
24140,"Goldsboro, NC Metro Area",124456,2014
24220,"Grand Forks, ND-MN Metro Area",101842,2014
24260,"Grand Island, NE Metro Area",84755,2014
24300,"Grand Junction, CO Metro Area",148255,2014
24340,"Grand Rapids-Wyoming, MI Metro Area",1027703,2014
24420,"Grants Pass, OR Metro Area",83599,2014
24500,"Great Falls, MT Metro Area",82344,2014
24540,"Greeley, CO Metro Area",277670,2014
24580,"Green Bay, WI Metro Area",314531,2014
24660,"Greensboro-High Point, NC Metro Area",746593,2014
24780,"Greenville, NC Metro Area",175354,2014
24860,"Greenville-Anderson-Mauldin, SC Metro Area",862463,2014
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",386144,2014
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",260070,2014
25220,"Hammond, LA Metro Area",127049,2014
25260,"Hanford-Corcoran, CA Metro Area",150269,2014
25420,"Harrisburg-Carlisle, PA Metro Area",560849,2014
25500,"Harrisonburg, VA Metro Area",130649,2014
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1214295,2014
25620,"Hattiesburg, MS Metro Area",148656,2014
25860,"Hickory-Lenoir-Morganton, NC Metro Area",362896,2014
25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",203022,2014
25980,"Hinesville, GA Metro Area",82311,2014
26140,"Homosassa Springs, FL Metro Area",139377,2014
26300,"Hot Springs, AR Metro Area",97322,2014
26380,"Houma-Thibodaux, LA Metro Area",211348,2014
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6490180,2014
26580,"Huntington-Ashland, WV-KY-OH Metro Area",363325,2014
26620,"Huntsville, AL Metro Area",441086,2014
26820,"Idaho Falls, ID Metro Area",138266,2014
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1971274,2014
26980,"Iowa City, IA Metro Area",164357,2014
27060,"Ithaca, NY Metro Area",104691,2014
27100,"Jackson, MI Metro Area",159741,2014
27140,"Jackson, MS Metro Area",577564,2014
27180,"Jackson, TN Metro Area",130225,2014
27260,"Jacksonville, FL Metro Area",1419127,2014
27340,"Jacksonville, NC Metro Area",187589,2014
27500,"Janesville-Beloit, WI Metro Area",161188,2014
27620,"Jefferson City, MO Metro Area",150866,2014
27740,"Johnson City, TN Metro Area",201091,2014
27780,"Johnstown, PA Metro Area",137732,2014
27860,"Jonesboro, AR Metro Area",126764,2014
27900,"Joplin, MO Metro Area",176141,2014
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",163108,2014
28020,"Kalamazoo-Portage, MI Metro Area",334017,2014
28100,"Kankakee, IL Metro Area",111375,2014
28140,"Kansas City, MO-KS Metro Area",2071133,2014
28420,"Kennewick-Richland, WA Metro Area",274295,2014
28660,"Killeen-Temple, TX Metro Area",424858,2014
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",308079,2014
28740,"Kingston, NY Metro Area",180445,2014
28940,"Knoxville, TN Metro Area",857585,2014
29020,"Kokomo, IN Metro Area",82982,2014
29100,"La Crosse-Onalaska, WI-MN Metro Area",136749,2014
29180,"Lafayette, LA Metro Area",484974,2014
29200,"Lafayette-West Lafayette, IN Metro Area",211697,2014
29340,"Lake Charles, LA Metro Area",203883,2014
29420,"Lake Havasu City-Kingman, AZ Metro Area",203361,2014
29460,"Lakeland-Winter Haven, FL Metro Area",634638,2014
29540,"Lancaster, PA Metro Area",533320,2014
29620,"Lansing-East Lansing, MI Metro Area",470458,2014
29700,"Laredo, TX Metro Area",266673,2014
29740,"Las Cruces, NM Metro Area",213676,2014
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2069681,2014
29940,"Lawrence, KS Metro Area",116585,2014
30020,"Lawton, OK Metro Area",131183,2014
30140,"Lebanon, PA Metro Area",136359,2014
30300,"Lewiston, ID-WA Metro Area",62196,2014
30340,"Lewiston-Auburn, ME Metro Area",107440,2014
30460,"Lexington-Fayette, KY Metro Area",494189,2014
30620,"Lima, OH Metro Area",105040,2014
30700,"Lincoln, NE Metro Area",318945,2014
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",729135,2014
30860,"Logan, UT-ID Metro Area",131364,2014
30980,"Longview, TX Metro Area",217481,2014
31020,"Longview, WA Metro Area",102133,2014
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13262220,2014
31140,"Louisville/Jefferson County, KY-IN Metro Area",1269702,2014
31180,"Lubbock, TX Metro Area",305644,2014
31340,"Lynchburg, VA Metro Area",257835,2014
31420,"Macon, GA Metro Area",230450,2014
31460,"Madera, CA Metro Area",154548,2014
31540,"Madison, WI Metro Area",633787,2014
31700,"Manchester-Nashua, NH Metro Area",405184,2014
31740,"Manhattan, KS Metro Area",98091,2014
31860,"Mankato-North Mankato, MN Metro Area",98478,2014
31900,"Mansfield, OH Metro Area",121942,2014
32580,"McAllen-Edinburg-Mission, TX Metro Area",831073,2014
32780,"Medford, OR Metro Area",210287,2014
32820,"Memphis, TN-MS-AR Metro Area",1343230,2014
32900,"Merced, CA Metro Area",266353,2014
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5929819,2014
33140,"Michigan City-La Porte, IN Metro Area",111444,2014
33220,"Midland, MI Metro Area",83427,2014
33260,"Midland, TX Metro Area",161290,2014
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1572245,2014
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3495176,2014
33540,"Missoula, MT Metro Area",112684,2014
33660,"Mobile, AL Metro Area",415123,2014
33700,"Modesto, CA Metro Area",531997,2014
33740,"Monroe, LA Metro Area",178864,2014
33780,"Monroe, MI Metro Area",149824,2014
33860,"Montgomery, AL Metro Area",373141,2014
34060,"Morgantown, WV Metro Area",137251,2014
34100,"Morristown, TN Metro Area",115713,2014
34580,"Mount Vernon-Anacortes, WA Metro Area",120365,2014
34620,"Muncie, IN Metro Area",117074,2014
34740,"Muskegon, MI Metro Area",172344,2014
